,date,state,n_killed,n_injured
198509,2017-07-16,Connecticut,0,1
198510,2017-07-16,Iowa,0,0
198511,2017-07-16,District of Columbia,0,0
198512,2017-07-16,District of Columbia,0,0
198513,2017-07-16,Florida,0,1
198514,2017-07-16,Florida,0,1
198515,2017-07-16,Pennsylvania,0,1
198516,2017-07-16,Texas,0,1
198517,2017-07-16,California,1,0
198518,2017-07-16,Missouri,0,1
198519,2017-07-16,Tennessee,1,0
198520,2017-07-16,Pennsylvania,1,1
198521,2017-07-16,California,0,2
198522,2017-07-16,District of Columbia,0,1
198523,2017-07-16,Florida,0,1
198525,2017-07-16,Maryland,0,1
198526,2017-07-16,Maryland,0,1
198527,2017-07-16,Illinois,0,1
198528,2017-07-16,Illinois,1,1
198529,2017-07-16,Ohio,0,1
198530,2017-07-16,Kentucky,0,3
198531,2017-07-16,Connecticut,0,0
198532,2017-07-16,Michigan,0,1
198533,2017-07-16,Pennsylvania,0,1
198534,2017-07-16,New Jersey,1,0
198535,2017-07-16,Georgia,1,1
198536,2017-07-16,Georgia,0,1
198537,2017-07-16,California,0,0
198538,2017-07-16,Illinois,1,0
198539,2017-07-16,Arizona,0,2
198540,2017-07-16,Utah,1,0
198541,2017-07-16,Florida,0,0
198542,2017-07-16,Missouri,0,3
198543,2017-07-16,Michigan,0,1
198544,2017-07-16,New York,1,0
198545,2017-07-16,Michigan,1,0
198546,2017-07-16,Pennsylvania,0,1
198547,2017-07-16,Virginia,1,0
198548,2017-07-16,Pennsylvania,1,0
198549,2017-07-16,Ohio,2,0
198550,2017-07-16,Indiana,0,0
198551,2017-07-16,Texas,1,0
198552,2017-07-16,Missouri,1,2
198553,2017-07-16,Massachusetts,0,1
198554,2017-07-16,Pennsylvania,0,1
198555,2017-07-16,Connecticut,1,0
198556,2017-07-16,Alaska,0,0
198557,2017-07-16,Florida,0,1
198558,2017-07-16,Illinois,0,0
198559,2017-07-16,Delaware,0,1
198560,2017-07-16,Illinois,0,2
198561,2017-07-16,Florida,0,0
198562,2017-07-16,Florida,0,1
198563,2017-07-16,Pennsylvania,0,2
198564,2017-07-16,South Dakota,0,0
198565,2017-07-16,Pennsylvania,0,1
198566,2017-07-16,Louisiana,1,0
198567,2017-07-16,Wisconsin,0,1
198568,2017-07-16,Ohio,0,0
198569,2017-07-16,Michigan,0,0
198570,2017-07-16,Missouri,0,1
198571,2017-07-16,Missouri,0,2
198572,2017-07-16,Tennessee,1,0
198573,2017-07-16,Massachusetts,0,0
198574,2017-07-16,Massachusetts,0,0
198575,2017-07-16,Utah,0,0
198576,2017-07-16,California,0,1
198577,2017-07-16,Kansas,1,0
198578,2017-07-16,Pennsylvania,2,0
198579,2017-07-16,New Jersey,0,1
198580,2017-07-16,New Jersey,1,0
198581,2017-07-16,South Carolina,0,0
198582,2017-07-16,North Carolina,0,1
198583,2017-07-16,New Jersey,0,2
198584,2017-07-16,New York,0,1
198585,2017-07-16,Connecticut,1,0
198586,2017-07-16,Illinois,0,1
198587,2017-07-16,Michigan,0,1
198588,2017-07-16,New York,0,1
198589,2017-07-16,Illinois,1,0
198590,2017-07-16,Georgia,2,0
198591,2017-07-16,Ohio,0,0
198592,2017-07-16,Illinois,0,0
198593,2017-07-16,California,1,0
198594,2017-07-16,Texas,0,0
198595,2017-07-16,Mississippi,1,0
198596,2017-07-16,California,0,0
198597,2017-07-16,California,0,0
198598,2017-07-16,Florida,0,0
198599,2017-07-16,Florida,2,0
198600,2017-07-16,Florida,0,1
198601,2017-07-16,Pennsylvania,0,0
198602,2017-07-16,Florida,0,0
198603,2017-07-16,South Carolina,0,1
198604,2017-07-16,Pennsylvania,1,0
198605,2017-07-16,Florida,0,1
198606,2017-07-16,Minnesota,0,0
198607,2017-07-16,Maryland,0,1
198608,2017-07-16,Maryland,0,1
198609,2017-07-16,Indiana,3,0
198610,2017-07-16,Tennessee,1,0
198611,2017-07-16,Minnesota,0,0
198612,2017-07-16,North Dakota,0,0
198613,2017-07-16,Tennessee,0,0
198614,2017-07-16,Ohio,1,0
198615,2017-07-16,Kansas,1,0
198616,2017-07-16,Illinois,1,0
198617,2017-07-16,Wisconsin,0,1
198618,2017-07-16,Arkansas,1,0
198619,2017-07-16,Colorado,0,1
198620,2017-07-16,Washington,0,1
198621,2017-07-16,North Carolina,0,1
198622,2017-07-16,Missouri,0,0
198623,2017-07-16,Pennsylvania,1,0
198624,2017-07-16,Arizona,0,1
198625,2017-07-16,Ohio,1,0
198626,2017-07-16,New Jersey,0,0
198627,2017-07-16,California,2,0
198628,2017-07-16,Minnesota,0,0
198629,2017-07-16,Oregon,0,0
198630,2017-07-16,Georgia,0,1
198631,2017-07-16,South Carolina,0,1
198632,2017-07-16,Ohio,0,2
198634,2017-07-16,Illinois,0,2
198635,2017-07-16,Illinois,0,1
198636,2017-07-16,North Carolina,0,1
198637,2017-07-16,Virginia,0,2
198638,2017-07-16,Illinois,0,1
198639,2017-07-16,Illinois,0,1
198640,2017-07-16,Illinois,0,1
198641,2017-07-16,Mississippi,0,1
198642,2017-07-16,North Carolina,0,0
198643,2017-07-16,Georgia,0,1
198644,2017-07-16,California,0,1
198645,2017-07-16,California,1,0
198646,2017-07-16,North Carolina,2,0
198647,2017-07-16,Pennsylvania,0,1
198648,2017-07-16,California,0,1
198649,2017-07-16,Nebraska,0,0
198650,2017-07-16,Alabama,1,0
198651,2017-07-16,Illinois,0,1
198652,2017-07-16,California,0,1
198653,2017-07-16,Alabama,0,0
198654,2017-07-16,California,0,2
198655,2017-07-16,California,0,1
198656,2017-07-16,Alabama,0,0
198657,2017-07-16,Utah,0,1
198658,2017-07-16,California,0,0
198659,2017-07-16,South Dakota,0,0
198660,2017-07-16,Indiana,0,0
198661,2017-07-16,North Carolina,1,0
198662,2017-07-16,California,1,0
198663,2017-07-16,Ohio,0,0
198664,2017-07-16,Tennessee,0,1
198665,2017-07-16,Texas,1,0
198666,2017-07-16,Tennessee,0,0
198667,2017-07-16,South Carolina,0,0
198668,2017-07-16,California,0,1
198669,2017-07-16,Ohio,0,0
198670,2017-07-16,Colorado,0,0
198671,2017-07-16,Colorado,1,1
198672,2017-07-16,Illinois,0,1
198673,2017-07-16,Alabama,1,0
198674,2017-07-16,Ohio,0,1
198675,2017-07-16,Missouri,1,0
198676,2017-07-16,Kentucky,0,0
198677,2017-07-16,New York,1,0
198678,2017-07-16,Missouri,1,0
198679,2017-07-16,South Carolina,1,0
198680,2017-07-17,Virginia,1,0
198681,2017-07-17,Missouri,0,1
198682,2017-07-17,Louisiana,0,0
198683,2017-07-17,Virginia,0,1
198684,2017-07-17,California,0,1
198685,2017-07-17,Missouri,0,1
198686,2017-07-17,New Mexico,1,0
198687,2017-07-17,Michigan,0,1
198688,2017-07-17,Mississippi,0,1
198689,2017-07-17,Mississippi,0,0
198690,2017-07-17,Ohio,1,0
198691,2017-07-17,North Carolina,0,0
198692,2017-07-17,Minnesota,0,0
198693,2017-07-17,Minnesota,0,0
198694,2017-07-17,Florida,0,1
198695,2017-07-17,Florida,0,0
198696,2017-07-17,Maryland,0,0
198697,2017-07-17,Illinois,1,0
198698,2017-07-17,Virginia,0,1
198699,2017-07-17,Florida,0,3
198700,2017-07-17,Pennsylvania,0,1
198701,2017-07-17,Maryland,0,0
198702,2017-07-17,Maryland,0,0
198703,2017-07-17,Michigan,0,0
198704,2017-07-17,Maryland,0,1
198705,2017-07-17,Tennessee,0,1
198706,2017-07-17,New York,0,1
198707,2017-07-17,New York,1,0
198708,2017-07-17,Texas,0,1
198709,2017-07-17,Louisiana,1,0
198710,2017-07-17,Arizona,0,0
198711,2017-07-17,Missouri,0,0
198712,2017-07-17,Illinois,0,1
198713,2017-07-17,California,0,0
198714,2017-07-17,Mississippi,1,1
198715,2017-07-17,Alabama,0,0
198716,2017-07-17,Michigan,0,0
198717,2017-07-17,Arizona,0,1
198718,2017-07-17,Illinois,0,0
198719,2017-07-17,Indiana,0,1
198720,2017-07-17,Missouri,1,0
198721,2017-07-17,Florida,0,0
198722,2017-07-17,Florida,0,2
198723,2017-07-17,Washington,0,1
198724,2017-07-17,Alabama,0,1
198725,2017-07-17,New York,0,1
198726,2017-07-17,Indiana,1,0
198727,2017-07-17,Tennessee,0,0
198728,2017-07-17,Massachusetts,0,1
198729,2017-07-17,Iowa,0,0
198730,2017-07-17,Illinois,0,1
198731,2017-07-17,Massachusetts,0,0
198732,2017-07-17,Virginia,1,0
198733,2017-07-17,Indiana,0,2
198734,2017-07-17,Connecticut,0,0
198735,2017-07-17,Illinois,0,0
198736,2017-07-17,California,0,1
198737,2017-07-17,California,0,0
198738,2017-07-17,California,0,0
198739,2017-07-17,California,2,0
198740,2017-07-17,South Carolina,0,0
198741,2017-07-17,South Carolina,0,0
198742,2017-07-17,Illinois,0,1
198743,2017-07-17,Hawaii,0,1
198744,2017-07-17,Maryland,1,1
198745,2017-07-17,New Jersey,0,0
198746,2017-07-17,Georgia,0,0
198747,2017-07-17,Michigan,0,1
198748,2017-07-17,Florida,0,0
198749,2017-07-17,Idaho,1,0
198750,2017-07-17,Massachusetts,1,1
198751,2017-07-17,Michigan,1,0
198752,2017-07-17,New York,1,0
198753,2017-07-17,Illinois,0,1
198754,2017-07-17,Illinois,0,0
198755,2017-07-17,New Mexico,2,0
198756,2017-07-17,California,2,0
198757,2017-07-17,Illinois,0,1
198758,2017-07-17,Missouri,0,0
198759,2017-07-17,Alabama,0,1
198760,2017-07-17,California,0,0
198761,2017-07-17,Missouri,0,1
198762,2017-07-17,California,0,1
198763,2017-07-17,Texas,1,0
198764,2017-07-17,Kentucky,0,0
198765,2017-07-17,New York,0,0
198766,2017-07-17,Mississippi,0,1
198767,2017-07-17,Michigan,0,1
198768,2017-07-17,Indiana,0,1
198769,2017-07-17,California,0,1
198770,2017-07-17,Virginia,0,1
198771,2017-07-17,Texas,0,1
198772,2017-07-17,Louisiana,0,1
198773,2017-07-17,Arkansas,0,1
198774,2017-07-17,District of Columbia,0,0
198775,2017-07-17,New Jersey,1,0
198776,2017-07-17,Florida,0,0
198777,2017-07-17,Wisconsin,0,1
198778,2017-07-17,North Carolina,0,1
198779,2017-07-17,Texas,0,0
198780,2017-07-17,Wisconsin,0,2
198781,2017-07-17,Texas,0,2
198782,2017-07-17,Wisconsin,0,1
198783,2017-07-17,New Jersey,0,0
198784,2017-07-17,Washington,0,0
198785,2017-07-17,California,0,2
198786,2017-07-17,Mississippi,0,1
198787,2017-07-17,Pennsylvania,0,0
198788,2017-07-17,New York,0,1
198789,2017-07-17,Illinois,0,1
198790,2017-07-17,New York,0,1
198791,2017-07-17,Louisiana,0,0
198792,2017-07-17,Illinois,0,1
198793,2017-07-17,Oregon,0,1
198794,2017-07-17,North Carolina,1,0
198795,2017-07-17,Texas,1,0
198796,2017-07-17,Florida,0,1
198797,2017-07-17,Tennessee,0,1
198798,2017-07-17,Florida,1,1
198799,2017-07-17,Michigan,0,1
198800,2017-07-17,Georgia,1,0
198801,2017-07-17,Alabama,1,0
198802,2017-07-17,Kentucky,0,0
198803,2017-07-17,Michigan,0,1
198804,2017-07-17,Alabama,0,1
198805,2017-07-17,Arkansas,0,1
198806,2017-07-17,Illinois,0,2
198807,2017-07-17,North Carolina,1,0
198808,2017-07-17,Illinois,2,0
198809,2017-07-17,Illinois,0,1
198810,2017-07-17,Illinois,1,0
198811,2017-07-17,Washington,0,0
198812,2017-07-17,Kansas,0,0
198813,2017-07-17,Tennessee,0,1
198814,2017-07-17,North Carolina,0,0
198815,2017-07-17,Massachusetts,0,0
198816,2017-07-17,Virginia,1,1
198817,2017-07-17,North Carolina,0,1
198818,2017-07-17,Maryland,0,0
198819,2017-07-17,Wisconsin,0,1
198820,2017-07-17,New Jersey,0,0
198821,2017-07-17,Ohio,1,0
198822,2017-07-17,Minnesota,1,0
198823,2017-07-17,California,0,0
198824,2017-07-17,Illinois,0,1
198825,2017-07-17,Virginia,0,1
198826,2017-07-17,North Carolina,0,1
198827,2017-07-17,Pennsylvania,0,1
198828,2017-07-17,Alabama,1,0
198829,2017-07-17,Alabama,1,0
198830,2017-07-17,Nebraska,0,0
198831,2017-07-17,Ohio,0,0
198832,2017-07-17,Arkansas,1,0
198833,2017-07-17,Nebraska,0,0
198834,2017-07-17,Oklahoma,0,0
198835,2017-07-17,Minnesota,0,0
198836,2017-07-17,Georgia,0,1
198837,2017-07-17,Indiana,0,0
198838,2017-07-17,Tennessee,0,0
198839,2017-07-17,Ohio,0,1
198840,2017-07-17,Illinois,1,0
198841,2017-07-17,District of Columbia,0,1
198842,2017-07-17,Illinois,1,0
198843,2017-07-17,Florida,0,0
198844,2017-07-17,Georgia,0,0
198845,2017-07-17,Vermont,0,0
198846,2017-07-17,District of Columbia,0,0
198847,2017-07-17,Arkansas,1,0
198848,2017-07-17,Ohio,0,2
198849,2017-07-17,District of Columbia,0,0
198850,2017-07-17,Texas,0,1
198851,2017-07-17,Mississippi,0,1
198852,2017-07-17,Massachusetts,0,0
198853,2017-07-17,Massachusetts,0,2
198854,2017-07-17,Pennsylvania,0,1
198855,2017-07-17,North Carolina,0,1
198856,2017-07-17,Florida,0,0
198857,2017-07-17,Massachusetts,0,0
198858,2017-07-17,Florida,0,1
198859,2017-07-17,Florida,0,1
198860,2017-07-17,New York,0,0
198861,2017-07-18,Connecticut,0,1
198862,2017-07-18,Mississippi,0,0
198863,2017-07-18,New Jersey,0,1
198864,2017-07-18,Wisconsin,0,0
198865,2017-07-18,District of Columbia,0,0
198866,2017-07-18,Florida,1,0
198867,2017-07-18,Florida,0,0
198868,2017-07-18,Kansas,0,0
198869,2017-07-18,Michigan,0,0
198870,2017-07-18,South Carolina,0,0
198871,2017-07-18,Kentucky,1,1
198872,2017-07-18,California,0,1
198873,2017-07-18,Arizona,1,0
198874,2017-07-18,Missouri,0,0
198875,2017-07-18,Alabama,1,0
198876,2017-07-18,California,0,0
198877,2017-07-18,Michigan,0,0
198878,2017-07-18,Kentucky,0,1
198879,2017-07-18,Missouri,0,0
198880,2017-07-18,Georgia,0,1
198881,2017-07-18,Pennsylvania,0,1
198882,2017-07-18,Wisconsin,0,4
198883,2017-07-18,New Jersey,0,0
198884,2017-07-18,Missouri,0,1
198885,2017-07-18,Missouri,0,2
198886,2017-07-18,California,0,0
198887,2017-07-18,South Carolina,0,0
198888,2017-07-18,Georgia,0,0
198889,2017-07-18,Missouri,0,1
198890,2017-07-18,California,0,0
198891,2017-07-18,South Carolina,0,0
198892,2017-07-18,South Carolina,0,1
198893,2017-07-18,South Carolina,0,0
198894,2017-07-18,Tennessee,0,1
198895,2017-07-18,Iowa,0,0
198896,2017-07-18,Mississippi,0,1
198897,2017-07-18,New Jersey,1,3
198898,2017-07-18,Maryland,0,0
198899,2017-07-18,Washington,2,0
198900,2017-07-18,Maryland,1,1
198901,2017-07-18,Massachusetts,0,0
198902,2017-07-18,Michigan,0,2
198903,2017-07-18,Michigan,0,0
198904,2017-07-18,Michigan,0,1
198905,2017-07-18,Massachusetts,1,0
198906,2017-07-18,Tennessee,1,1
198907,2017-07-18,Illinois,0,0
198908,2017-07-18,California,1,1
198909,2017-07-18,California,0,0
198910,2017-07-18,Indiana,0,0
198911,2017-07-18,Alabama,0,0
198912,2017-07-18,Illinois,0,1
198913,2017-07-18,Maryland,1,0
198914,2017-07-18,New York,0,0
198915,2017-07-18,Pennsylvania,0,0
198916,2017-07-18,Arizona,0,4
198917,2017-07-18,Virginia,0,1
198918,2017-07-18,Georgia,1,0
198919,2017-07-18,Michigan,0,1
198920,2017-07-18,Georgia,0,1
198921,2017-07-18,Wisconsin,0,0
198922,2017-07-18,Maryland,0,1
198923,2017-07-18,California,1,1
198924,2017-07-18,Florida,0,0
198925,2017-07-18,Ohio,0,1
198926,2017-07-18,Florida,0,1
198927,2017-07-18,Maine,0,0
198928,2017-07-18,Florida,0,0
198929,2017-07-18,Indiana,0,1
198930,2017-07-18,California,1,2
198931,2017-07-18,Tennessee,0,0
198932,2017-07-18,Florida,1,0
198933,2017-07-18,Tennessee,1,1
198934,2017-07-18,Virginia,1,0
198935,2017-07-18,Iowa,0,0
198936,2017-07-18,Tennessee,0,1
198937,2017-07-18,Colorado,0,1
198938,2017-07-18,Illinois,1,0
198939,2017-07-18,Louisiana,0,2
198940,2017-07-18,Wisconsin,0,1
198941,2017-07-18,South Carolina,0,1
198942,2017-07-18,Virginia,0,0
198943,2017-07-18,Utah,0,0
198944,2017-07-18,Nebraska,1,0
198945,2017-07-18,Pennsylvania,0,0
198946,2017-07-18,Michigan,0,0
198947,2017-07-18,Texas,0,1
198948,2017-07-18,Pennsylvania,2,0
198949,2017-07-18,Massachusetts,0,1
198950,2017-07-18,New Jersey,0,0
198951,2017-07-18,Pennsylvania,0,0
198952,2017-07-18,Oklahoma,0,0
198953,2017-07-18,Tennessee,0,1
198954,2017-07-18,Pennsylvania,1,0
198955,2017-07-18,California,0,1
198956,2017-07-18,Virginia,0,0
198957,2017-07-18,Rhode Island,1,0
198958,2017-07-18,North Dakota,1,2
198959,2017-07-18,New York,0,0
198960,2017-07-18,California,0,1
198961,2017-07-18,Illinois,0,1
198962,2017-07-18,Pennsylvania,0,1
198963,2017-07-18,Massachusetts,0,0
198964,2017-07-18,Tennessee,0,0
198965,2017-07-18,North Carolina,0,1
198966,2017-07-18,Missouri,0,0
198967,2017-07-18,Alabama,1,0
198968,2017-07-18,Alabama,0,0
198969,2017-07-18,California,1,1
198970,2017-07-18,Arkansas,0,1
198971,2017-07-18,California,1,0
198972,2017-07-18,California,1,0
198973,2017-07-18,New York,0,1
198974,2017-07-18,Kentucky,0,1
198975,2017-07-18,Massachusetts,0,0
198976,2017-07-18,Kentucky,0,0
198977,2017-07-18,California,0,1
198978,2017-07-18,Texas,0,1
198979,2017-07-18,Alabama,0,0
198980,2017-07-18,North Carolina,0,1
198981,2017-07-18,Pennsylvania,1,0
198982,2017-07-18,Pennsylvania,1,0
198983,2017-07-18,New Jersey,1,0
198985,2017-07-18,Florida,0,1
198986,2017-07-18,California,0,1
198987,2017-07-18,Illinois,1,0
198988,2017-07-18,Illinois,0,1
198989,2017-07-18,Oregon,1,0
198990,2017-07-18,Pennsylvania,0,0
198991,2017-07-18,Pennsylvania,2,0
198992,2017-07-18,California,0,1
198993,2017-07-18,Illinois,0,1
198994,2017-07-18,Massachusetts,0,0
198995,2017-07-18,Georgia,0,1
198996,2017-07-18,Florida,0,0
198997,2017-07-18,Arizona,1,0
198998,2017-07-18,Florida,0,1
198999,2017-07-18,New Jersey,0,1
199000,2017-07-18,Illinois,1,0
199001,2017-07-18,California,1,0
199002,2017-07-18,California,0,1
199003,2017-07-18,Illinois,0,1
199004,2017-07-18,Georgia,0,1
199005,2017-07-18,New Jersey,0,0
199006,2017-07-18,Virginia,0,1
199007,2017-07-18,Louisiana,0,2
199008,2017-07-18,Louisiana,1,0
199009,2017-07-18,Virginia,0,0
199010,2017-07-18,Washington,0,1
199011,2017-07-18,Missouri,1,0
199012,2017-07-18,California,0,0
199013,2017-07-18,Illinois,0,0
199014,2017-07-18,Florida,1,2
199015,2017-07-18,Indiana,0,1
199016,2017-07-18,West Virginia,0,0
199018,2017-07-18,Arkansas,0,1
199019,2017-07-18,Pennsylvania,0,0
199020,2017-07-18,Idaho,0,0
199021,2017-07-18,Tennessee,0,1
199022,2017-07-18,New York,0,1
199023,2017-07-19,Indiana,0,0
199024,2017-07-19,New Mexico,0,0
199025,2017-07-19,Massachusetts,0,2
199026,2017-07-19,Texas,0,0
199027,2017-07-19,Illinois,1,0
199028,2017-07-19,Kansas,1,0
199029,2017-07-19,Illinois,0,1
199030,2017-07-19,Illinois,0,1
199031,2017-07-19,Texas,1,0
199032,2017-07-19,Tennessee,0,2
199033,2017-07-19,Maryland,0,0
199034,2017-07-19,California,1,3
199035,2017-07-19,Florida,0,1
199036,2017-07-19,Florida,0,0
199037,2017-07-19,Florida,0,0
199038,2017-07-19,California,0,0
199039,2017-07-19,South Carolina,0,1
199040,2017-07-19,Maryland,0,0
199041,2017-07-19,South Carolina,0,0
199042,2017-07-19,Maine,1,0
199043,2017-07-19,South Carolina,1,0
199044,2017-07-19,Florida,0,1
199045,2017-07-19,New Jersey,0,0
199046,2017-07-19,Pennsylvania,0,0
199047,2017-07-19,North Carolina,0,3
199048,2017-07-19,Illinois,0,0
199049,2017-07-19,Tennessee,0,2
199050,2017-07-19,California,0,0
199051,2017-07-19,Delaware,0,1
199052,2017-07-19,California,0,1
199053,2017-07-19,Virginia,0,0
199054,2017-07-19,West Virginia,0,0
199055,2017-07-19,Rhode Island,0,1
199056,2017-07-19,Texas,1,1
199057,2017-07-19,Massachusetts,0,0
199058,2017-07-19,Massachusetts,0,1
199059,2017-07-19,California,0,0
199060,2017-07-19,California,0,1
199061,2017-07-19,Massachusetts,0,1
199062,2017-07-19,Colorado,1,0
199063,2017-07-19,California,1,0
199064,2017-07-19,Louisiana,0,0
199065,2017-07-19,California,1,0
199066,2017-07-19,Pennsylvania,0,2
199067,2017-07-19,Florida,0,0
199068,2017-07-19,Maryland,0,1
199069,2017-07-19,Missouri,0,0
199070,2017-07-19,Michigan,0,1
199071,2017-07-19,Missouri,0,0
199072,2017-07-19,Mississippi,0,0
199073,2017-07-19,Missouri,0,1
199074,2017-07-19,South Carolina,0,0
199075,2017-07-19,California,0,0
199076,2017-07-19,South Carolina,0,0
199077,2017-07-19,Texas,0,1
199078,2017-07-19,Oregon,0,1
199079,2017-07-19,Kentucky,0,1
199080,2017-07-19,Florida,1,2
199081,2017-07-19,Illinois,0,1
199082,2017-07-19,New York,0,1
199083,2017-07-19,Mississippi,1,1
199084,2017-07-19,California,0,1
199085,2017-07-19,Iowa,0,0
199086,2017-07-19,California,0,1
199087,2017-07-19,Florida,1,0
199088,2017-07-19,California,1,0
199089,2017-07-19,Idaho,2,0
199090,2017-07-19,California,0,0
199091,2017-07-19,Illinois,0,0
199092,2017-07-19,Florida,0,0
199093,2017-07-19,Florida,0,0
199094,2017-07-19,Georgia,1,0
199095,2017-07-19,Alabama,0,1
199096,2017-07-19,Alabama,0,0
199097,2017-07-19,Illinois,0,1
199098,2017-07-19,Indiana,0,0
199099,2017-07-19,Illinois,0,3
199100,2017-07-19,California,0,0
199101,2017-07-19,Illinois,0,1
199102,2017-07-19,Maryland,0,0
199103,2017-07-19,Indiana,0,1
199104,2017-07-19,Missouri,1,0
199105,2017-07-19,Maryland,1,0
199106,2017-07-19,Michigan,1,0
199107,2017-07-19,California,1,0
199108,2017-07-19,Georgia,0,1
199109,2017-07-19,Michigan,0,1
199110,2017-07-19,Arkansas,0,1
199111,2017-07-19,Michigan,1,1
199112,2017-07-19,Texas,1,0
199113,2017-07-19,Maryland,0,0
199114,2017-07-19,Texas,0,0
199115,2017-07-19,Maryland,0,1
199116,2017-07-19,California,1,0
199117,2017-07-19,Ohio,1,0
199118,2017-07-19,Michigan,0,1
199119,2017-07-19,New Mexico,0,1
199120,2017-07-19,Illinois,0,0
199121,2017-07-19,Indiana,1,0
199122,2017-07-19,Ohio,2,2
199123,2017-07-19,Montana,0,0
199124,2017-07-19,Pennsylvania,0,2
199125,2017-07-19,South Carolina,0,0
199126,2017-07-19,Pennsylvania,0,1
199127,2017-07-19,Connecticut,0,0
199128,2017-07-19,Arizona,2,1
199129,2017-07-19,Ohio,0,1
199130,2017-07-19,Texas,2,3
199131,2017-07-19,Michigan,1,0
199132,2017-07-19,Ohio,0,1
199133,2017-07-19,Texas,0,0
199134,2017-07-19,California,1,0
199135,2017-07-19,South Carolina,0,1
199136,2017-07-19,Colorado,0,0
199137,2017-07-19,Ohio,0,0
199138,2017-07-19,Texas,0,1
199139,2017-07-19,Washington,1,0
199140,2017-07-19,Oregon,0,1
199141,2017-07-19,Idaho,0,0
199142,2017-07-19,Virginia,0,2
199143,2017-07-19,Connecticut,0,0
199144,2017-07-19,Massachusetts,0,1
199145,2017-07-19,Tennessee,0,0
199146,2017-07-19,California,0,0
199147,2017-07-19,District of Columbia,0,0
199148,2017-07-19,Rhode Island,0,0
199149,2017-07-19,Iowa,0,1
199150,2017-07-19,New York,0,2
199151,2017-07-19,Oklahoma,0,1
199152,2017-07-19,Washington,0,1
199153,2017-07-19,New Mexico,1,0
199154,2017-07-19,Texas,0,0
199155,2017-07-19,California,1,0
199156,2017-07-19,Texas,0,2
199157,2017-07-19,Idaho,0,0
199158,2017-07-19,Georgia,1,0
199159,2017-07-19,Georgia,0,0
199160,2017-07-19,South Carolina,0,1
199161,2017-07-19,New York,1,0
199162,2017-07-19,Iowa,0,0
199163,2017-07-19,Maryland,0,0
199164,2017-07-19,Mississippi,1,0
199165,2017-07-19,District of Columbia,0,0
199166,2017-07-19,District of Columbia,0,0
199167,2017-07-19,District of Columbia,0,0
199168,2017-07-19,District of Columbia,0,0
199169,2017-07-19,District of Columbia,0,0
199170,2017-07-19,District of Columbia,0,0
199171,2017-07-19,Georgia,0,0
199172,2017-07-19,Georgia,0,0
199173,2017-07-19,California,1,1
199174,2017-07-19,Illinois,0,3
199175,2017-07-19,Illinois,0,1
199176,2017-07-19,Illinois,0,1
199177,2017-07-19,Ohio,0,0
199178,2017-07-19,Wisconsin,0,1
199179,2017-07-19,Tennessee,0,0
199180,2017-07-19,New Jersey,0,0
199181,2017-07-19,South Carolina,0,0
199182,2017-07-19,New York,0,0
199183,2017-07-19,Virginia,0,5
199184,2017-07-19,Michigan,0,1
199185,2017-07-19,Texas,1,0
199186,2017-07-19,New Jersey,0,2
199188,2017-07-19,Pennsylvania,1,0
199189,2017-07-19,Alaska,0,0
199190,2017-07-19,Nebraska,0,0
199191,2017-07-19,Michigan,0,1
199192,2017-07-19,Virginia,0,1
199193,2017-07-19,Missouri,0,0
199194,2017-07-19,Mississippi,0,1
199195,2017-07-19,Illinois,0,1
199196,2017-07-19,Ohio,0,1
199197,2017-07-19,Utah,0,2
199198,2017-07-19,Florida,0,2
199199,2017-07-19,Arizona,0,0
199200,2017-07-19,Georgia,0,0
199201,2017-07-19,Texas,1,0
199202,2017-07-19,Texas,0,2
199203,2017-07-19,Alaska,0,0
199204,2017-07-19,Hawaii,0,0
199205,2017-07-19,Minnesota,0,0
199206,2017-07-19,Illinois,0,0
199207,2017-07-19,Kentucky,0,0
199208,2017-07-19,Georgia,0,2
199209,2017-07-19,South Dakota,0,0
199210,2017-07-19,Missouri,0,0
199211,2017-07-19,Utah,0,0
199212,2017-07-19,Missouri,0,3
199213,2017-07-19,Iowa,0,0
199214,2017-07-19,Ohio,0,0
199215,2017-07-19,Missouri,0,0
199216,2017-07-19,Florida,0,0
199217,2017-07-19,Missouri,0,2
199218,2017-07-19,California,0,0
199219,2017-07-19,Illinois,0,1
199220,2017-07-19,California,0,1
199221,2017-07-20,Georgia,0,1
199222,2017-07-20,Louisiana,0,0
199223,2017-07-20,Florida,1,0
199224,2017-07-20,Alabama,0,0
199225,2017-07-20,Wisconsin,0,0
199226,2017-07-20,California,0,0
199227,2017-07-20,Arizona,0,0
199228,2017-07-20,Idaho,2,0
199229,2017-07-20,Connecticut,0,1
199230,2017-07-20,California,0,1
199231,2017-07-20,West Virginia,0,1
199232,2017-07-20,California,0,0
199233,2017-07-20,Iowa,0,1
199234,2017-07-20,Pennsylvania,0,0
199235,2017-07-20,Florida,1,2
199236,2017-07-20,South Carolina,1,0
199237,2017-07-20,Ohio,0,1
199238,2017-07-20,Georgia,0,1
199239,2017-07-20,Missouri,0,1
199240,2017-07-20,Alabama,0,1
199241,2017-07-20,Missouri,1,0
199242,2017-07-20,California,0,0
199243,2017-07-20,Illinois,0,2
199244,2017-07-20,Tennessee,1,0
199245,2017-07-20,Illinois,0,2
199246,2017-07-20,Illinois,0,1
199247,2017-07-20,Illinois,1,0
