,date,state,n_killed,n_injured
180435,2017-04-07,Texas,1,0
180436,2017-04-07,Michigan,0,0
180437,2017-04-07,South Carolina,0,0
180438,2017-04-07,Texas,0,1
180439,2017-04-07,Arkansas,0,1
180440,2017-04-07,Pennsylvania,0,1
180441,2017-04-07,South Carolina,0,0
180442,2017-04-07,California,0,1
180443,2017-04-07,Wisconsin,0,1
180444,2017-04-07,South Carolina,0,1
180445,2017-04-07,Mississippi,1,0
180446,2017-04-07,Oklahoma,0,1
180447,2017-04-07,Florida,1,0
180448,2017-04-07,Massachusetts,0,0
180449,2017-04-07,Alabama,0,1
180450,2017-04-07,Georgia,1,0
180451,2017-04-07,Ohio,0,1
180452,2017-04-07,Texas,0,3
180453,2017-04-07,Minnesota,0,1
180454,2017-04-07,Louisiana,0,1
180455,2017-04-07,North Carolina,0,1
180456,2017-04-07,Florida,0,0
180457,2017-04-07,Florida,0,0
180458,2017-04-07,Florida,0,0
180459,2017-04-07,Minnesota,4,1
180460,2017-04-07,Florida,0,1
180461,2017-04-07,Florida,0,1
180462,2017-04-07,Florida,0,0
180463,2017-04-07,Florida,0,0
180464,2017-04-07,Florida,0,1
180465,2017-04-07,Indiana,1,0
180466,2017-04-07,Tennessee,0,1
180467,2017-04-07,Tennessee,0,1
180468,2017-04-07,Montana,0,0
180469,2017-04-07,Georgia,0,0
180470,2017-04-07,California,0,0
180471,2017-04-07,Georgia,1,0
180472,2017-04-07,Illinois,1,5
180473,2017-04-07,Missouri,0,0
180474,2017-04-07,Illinois,1,0
180475,2017-04-07,Florida,0,1
180476,2017-04-07,West Virginia,0,1
180477,2017-04-07,California,1,0
180478,2017-04-07,Florida,0,0
180479,2017-04-07,Indiana,0,1
180480,2017-04-07,Tennessee,0,0
180481,2017-04-07,Florida,0,0
180482,2017-04-07,Florida,0,0
180483,2017-04-07,Wisconsin,0,0
180484,2017-04-07,Tennessee,1,0
180485,2017-04-07,Georgia,0,1
180486,2017-04-07,Wisconsin,0,0
180487,2017-04-07,Texas,5,0
180488,2017-04-07,New Mexico,0,1
180489,2017-04-07,Oklahoma,0,1
180490,2017-04-07,Indiana,0,0
180491,2017-04-07,Delaware,0,1
180492,2017-04-07,Alabama,0,0
180493,2017-04-07,Alaska,1,1
180494,2017-04-07,Tennessee,0,1
180495,2017-04-07,California,1,0
180496,2017-04-07,California,2,0
180497,2017-04-07,California,0,1
180498,2017-04-07,California,0,1
180499,2017-04-07,District of Columbia,0,0
180500,2017-04-07,Pennsylvania,0,1
180501,2017-04-07,New Hampshire,0,0
180502,2017-04-07,California,0,1
180503,2017-04-07,Texas,0,1
180504,2017-04-07,Connecticut,0,0
180505,2017-04-07,Tennessee,0,0
180506,2017-04-07,Alabama,0,1
180507,2017-04-07,North Carolina,0,0
180508,2017-04-07,New Hampshire,1,0
180509,2017-04-07,Arkansas,1,0
180510,2017-04-07,North Carolina,0,3
180511,2017-04-07,New Jersey,0,1
180512,2017-04-07,Ohio,0,0
180513,2017-04-07,New York,0,0
180514,2017-04-07,Kansas,1,0
180515,2017-04-07,Florida,0,1
180516,2017-04-07,Wisconsin,1,0
180517,2017-04-07,Texas,1,0
180518,2017-04-07,Kentucky,0,1
180519,2017-04-07,North Carolina,0,2
180520,2017-04-07,California,1,0
180521,2017-04-07,North Carolina,3,1
180522,2017-04-07,New York,0,0
180523,2017-04-07,California,0,0
180524,2017-04-07,Oklahoma,0,0
180525,2017-04-07,New Mexico,0,0
180526,2017-04-07,District of Columbia,0,0
180527,2017-04-07,Ohio,0,1
180528,2017-04-07,District of Columbia,0,0
180529,2017-04-07,Texas,0,1
180530,2017-04-07,Virginia,0,1
180531,2017-04-07,Tennessee,0,1
180532,2017-04-07,Tennessee,0,1
180533,2017-04-07,West Virginia,0,0
180534,2017-04-07,Wisconsin,0,0
180535,2017-04-07,Wisconsin,0,0
180536,2017-04-07,Wisconsin,0,0
180537,2017-04-07,Kansas,0,0
180538,2017-04-07,Wisconsin,0,0
180539,2017-04-07,Florida,0,0
180540,2017-04-07,Wisconsin,0,1
180541,2017-04-07,Massachusetts,0,0
180542,2017-04-07,Mississippi,1,0
180543,2017-04-07,South Carolina,0,0
180544,2017-04-07,Arizona,0,1
180545,2017-04-07,Illinois,1,0
180546,2017-04-07,Arkansas,0,0
180547,2017-04-07,North Carolina,0,1
180548,2017-04-07,Ohio,0,0
180549,2017-04-07,New Jersey,0,1
180550,2017-04-07,Ohio,0,0
180551,2017-04-07,North Carolina,0,2
180552,2017-04-07,Illinois,0,2
180553,2017-04-07,Kentucky,0,2
180554,2017-04-07,New Jersey,0,0
180555,2017-04-07,North Carolina,0,1
180556,2017-04-07,Pennsylvania,0,1
180557,2017-04-07,Tennessee,0,1
180558,2017-04-07,California,0,0
180559,2017-04-07,California,0,0
180560,2017-04-07,Louisiana,0,1
180561,2017-04-07,Florida,0,1
180562,2017-04-07,Montana,0,0
180563,2017-04-07,Tennessee,0,0
180564,2017-04-08,Wisconsin,0,0
180565,2017-04-08,Texas,1,0
180566,2017-04-08,Wisconsin,0,0
180567,2017-04-08,California,0,1
180568,2017-04-08,Virginia,0,2
180569,2017-04-08,Wisconsin,0,0
180570,2017-04-08,Wisconsin,0,0
180572,2017-04-08,Wisconsin,0,0
180573,2017-04-08,Kentucky,1,0
180574,2017-04-08,Florida,2,0
180575,2017-04-08,Kentucky,0,1
180576,2017-04-08,Florida,0,0
180577,2017-04-08,District of Columbia,0,0
180578,2017-04-08,Pennsylvania,0,1
180579,2017-04-08,District of Columbia,0,0
180580,2017-04-08,Pennsylvania,0,0
180581,2017-04-08,Georgia,0,3
180582,2017-04-08,Florida,0,1
180583,2017-04-08,Wisconsin,0,0
180584,2017-04-08,Wisconsin,0,0
180585,2017-04-08,Wisconsin,0,0
180586,2017-04-08,California,0,0
180587,2017-04-08,New York,0,1
180588,2017-04-08,Texas,0,1
180589,2017-04-08,Indiana,0,1
180590,2017-04-08,California,0,0
180591,2017-04-08,New York,0,0
180592,2017-04-08,California,0,0
180593,2017-04-08,Illinois,0,1
180594,2017-04-08,Texas,0,1
180595,2017-04-08,Illinois,0,1
180596,2017-04-08,Illinois,0,1
180597,2017-04-08,Tennessee,1,0
180598,2017-04-08,Georgia,0,1
180599,2017-04-08,Indiana,0,0
180600,2017-04-08,Maine,1,0
180601,2017-04-08,Alabama,0,0
180602,2017-04-08,Alabama,1,1
180603,2017-04-08,South Carolina,1,0
180604,2017-04-08,Maryland,0,0
180605,2017-04-08,Illinois,0,0
180606,2017-04-08,Florida,0,1
180607,2017-04-08,California,0,0
180608,2017-04-08,Texas,0,0
180609,2017-04-08,Florida,0,0
180610,2017-04-08,Minnesota,0,0
180611,2017-04-08,Ohio,0,0
180612,2017-04-08,Tennessee,1,0
180613,2017-04-08,California,1,0
180614,2017-04-08,Washington,1,0
180615,2017-04-08,Ohio,1,0
180616,2017-04-08,Minnesota,0,0
180617,2017-04-08,Ohio,0,1
180618,2017-04-08,Georgia,0,1
180619,2017-04-08,Wisconsin,0,1
180620,2017-04-08,Florida,0,0
180621,2017-04-08,California,1,0
180622,2017-04-08,California,0,0
180623,2017-04-08,California,0,1
180624,2017-04-08,Connecticut,0,0
180625,2017-04-08,Texas,0,0
180626,2017-04-08,California,0,1
180627,2017-04-08,California,0,2
180628,2017-04-08,Texas,0,1
180629,2017-04-08,Ohio,0,0
180630,2017-04-08,New York,0,1
180631,2017-04-08,California,0,0
180632,2017-04-08,Maryland,2,0
180633,2017-04-08,Florida,3,0
180634,2017-04-08,Florida,0,0
180635,2017-04-08,New York,0,0
180636,2017-04-08,Pennsylvania,0,1
180637,2017-04-08,Mississippi,0,2
180638,2017-04-08,Texas,0,0
180639,2017-04-08,Minnesota,0,0
180640,2017-04-08,California,1,0
180641,2017-04-08,Florida,0,2
180642,2017-04-08,Alabama,0,1
180643,2017-04-08,Illinois,0,0
180644,2017-04-08,Alabama,0,1
180645,2017-04-08,Florida,0,0
180646,2017-04-08,California,0,1
180647,2017-04-08,Louisiana,1,0
180648,2017-04-08,California,0,1
180649,2017-04-08,Florida,0,0
180651,2017-04-08,Florida,0,0
180652,2017-04-08,Florida,0,0
180653,2017-04-08,Ohio,0,0
180654,2017-04-08,Wisconsin,0,0
180655,2017-04-08,Wisconsin,0,0
180656,2017-04-08,North Carolina,0,1
180657,2017-04-08,Illinois,0,1
180658,2017-04-08,California,0,0
180659,2017-04-08,Illinois,0,0
180660,2017-04-08,Ohio,0,0
180661,2017-04-08,Iowa,0,0
180662,2017-04-08,Wisconsin,0,0
180663,2017-04-08,Georgia,0,1
180664,2017-04-08,Georgia,0,1
180665,2017-04-08,California,0,0
180666,2017-04-08,Delaware,0,0
180667,2017-04-08,Alabama,0,0
180668,2017-04-08,Massachusetts,0,0
180669,2017-04-08,North Carolina,0,1
180670,2017-04-08,Arkansas,1,0
180671,2017-04-08,Massachusetts,0,0
180672,2017-04-08,Illinois,0,1
180673,2017-04-08,Iowa,0,0
180674,2017-04-08,New Hampshire,0,0
180675,2017-04-08,Wisconsin,0,1
180676,2017-04-08,Louisiana,0,1
180677,2017-04-08,Arizona,1,0
180678,2017-04-08,Rhode Island,0,2
180679,2017-04-08,Illinois,0,0
180680,2017-04-08,Delaware,0,0
180681,2017-04-08,Arkansas,0,1
180682,2017-04-08,Alaska,0,1
180683,2017-04-08,Illinois,0,1
180684,2017-04-08,Georgia,0,1
180685,2017-04-08,Pennsylvania,0,0
180686,2017-04-08,South Carolina,1,0
180687,2017-04-08,North Carolina,0,2
180688,2017-04-08,Wisconsin,1,0
180689,2017-04-08,Pennsylvania,1,0
180690,2017-04-08,Alabama,0,1
180691,2017-04-08,Tennessee,1,0
180692,2017-04-08,Georgia,0,1
180693,2017-04-08,Colorado,0,1
180694,2017-04-08,Pennsylvania,0,1
180695,2017-04-08,Texas,0,3
180696,2017-04-08,Kansas,0,1
180697,2017-04-08,New Mexico,0,0
180698,2017-04-08,New Mexico,0,0
180699,2017-04-08,Illinois,0,2
180700,2017-04-08,West Virginia,0,0
180701,2017-04-08,Maryland,0,1
180702,2017-04-08,Missouri,0,2
180703,2017-04-08,Massachusetts,0,0
180704,2017-04-08,New Jersey,0,2
180705,2017-04-08,Kentucky,0,0
180706,2017-04-08,Louisiana,0,0
180707,2017-04-08,New York,1,0
180708,2017-04-08,Missouri,0,1
180709,2017-04-08,Alabama,1,0
180710,2017-04-08,Ohio,0,0
180711,2017-04-08,Oklahoma,0,0
180712,2017-04-08,Illinois,0,1
180713,2017-04-08,Illinois,0,1
180714,2017-04-08,Illinois,0,2
180715,2017-04-08,Virginia,0,0
180716,2017-04-08,Illinois,0,1
180717,2017-04-08,Florida,1,0
180718,2017-04-08,Florida,0,0
180719,2017-04-08,Texas,0,1
180720,2017-04-08,Wisconsin,0,0
180721,2017-04-08,California,0,0
180722,2017-04-08,New York,0,1
180723,2017-04-08,Ohio,0,1
180724,2017-04-08,Florida,0,0
180725,2017-04-08,Florida,0,0
180726,2017-04-08,Connecticut,0,0
180727,2017-04-08,New York,0,0
180728,2017-04-08,Illinois,0,1
180729,2017-04-08,Wisconsin,0,0
180730,2017-04-08,Michigan,0,0
180731,2017-04-08,Virginia,2,0
180732,2017-04-08,Indiana,0,0
180733,2017-04-08,North Carolina,0,1
180734,2017-04-08,Michigan,2,0
180735,2017-04-08,Pennsylvania,0,1
180736,2017-04-08,New York,0,1
180737,2017-04-08,Wisconsin,1,0
180738,2017-04-08,Illinois,0,0
180739,2017-04-08,Texas,0,0
180740,2017-04-08,Florida,1,0
180741,2017-04-08,New York,0,1
180742,2017-04-08,Illinois,1,0
180743,2017-04-08,Florida,0,0
180744,2017-04-08,South Dakota,0,0
180745,2017-04-08,Illinois,1,0
180746,2017-04-08,Georgia,0,0
180747,2017-04-08,Arizona,2,0
180748,2017-04-08,Kansas,0,0
180749,2017-04-08,Virginia,0,1
180750,2017-04-08,California,0,0
180751,2017-04-08,Pennsylvania,0,1
180752,2017-04-08,Indiana,0,3
180753,2017-04-08,Pennsylvania,0,0
180754,2017-04-08,Maryland,0,3
180755,2017-04-09,Connecticut,0,0
180756,2017-04-09,Kentucky,0,0
180757,2017-04-09,Colorado,0,0
180758,2017-04-09,North Carolina,0,0
180759,2017-04-09,Mississippi,0,1
180760,2017-04-09,South Dakota,0,0
180761,2017-04-09,California,0,1
180762,2017-04-09,Indiana,0,1
180763,2017-04-09,Alabama,0,1
180764,2017-04-09,Washington,0,1
180765,2017-04-09,Texas,0,1
180766,2017-04-09,Texas,0,1
180767,2017-04-09,Illinois,0,1
180768,2017-04-09,California,1,0
180769,2017-04-09,Ohio,1,2
180770,2017-04-09,Illinois,0,1
180771,2017-04-09,Illinois,0,1
180772,2017-04-09,New York,0,1
180773,2017-04-09,Michigan,0,1
180774,2017-04-09,Arkansas,0,0
180775,2017-04-09,Michigan,0,0
180776,2017-04-09,Virginia,1,1
180777,2017-04-09,Texas,0,0
180778,2017-04-09,Pennsylvania,1,1
180779,2017-04-09,Florida,0,0
180780,2017-04-09,California,1,0
180781,2017-04-09,Mississippi,2,1
180782,2017-04-09,Colorado,0,1
180783,2017-04-09,Kansas,1,0
180784,2017-04-09,Tennessee,0,1
180785,2017-04-09,Georgia,1,0
180786,2017-04-09,Texas,0,1
180787,2017-04-09,South Carolina,0,2
180788,2017-04-09,Michigan,0,2
180789,2017-04-09,Tennessee,0,1
180790,2017-04-09,Delaware,0,1
180791,2017-04-09,Florida,0,3
180792,2017-04-09,New York,0,1
180793,2017-04-09,North Carolina,0,0
180794,2017-04-09,Virginia,0,1
180795,2017-04-09,California,1,0
180796,2017-04-09,Minnesota,0,1
180797,2017-04-09,Nebraska,0,1
180798,2017-04-09,California,0,0
180799,2017-04-09,Wisconsin,0,1
180800,2017-04-09,Wisconsin,0,1
180801,2017-04-09,Wisconsin,0,0
180802,2017-04-09,California,1,0
180803,2017-04-09,Tennessee,1,0
180804,2017-04-09,South Carolina,0,1
180805,2017-04-09,South Carolina,0,0
180806,2017-04-09,Ohio,1,0
180807,2017-04-09,Arkansas,0,2
180808,2017-04-09,Massachusetts,0,0
180809,2017-04-09,Mississippi,0,0
180810,2017-04-09,Illinois,0,0
180811,2017-04-09,North Carolina,0,1
180812,2017-04-09,Alabama,2,0
180813,2017-04-09,Illinois,1,0
180814,2017-04-09,Tennessee,1,0
180815,2017-04-09,North Carolina,0,1
180816,2017-04-09,Massachusetts,0,1
180817,2017-04-09,Illinois,0,0
180818,2017-04-09,Missouri,1,0
180819,2017-04-09,Texas,0,0
180820,2017-04-09,Indiana,0,1
180821,2017-04-09,Arizona,0,1
180822,2017-04-09,Louisiana,0,2
180823,2017-04-09,Illinois,1,0
180824,2017-04-09,Louisiana,0,1
180825,2017-04-09,Indiana,1,0
180826,2017-04-09,California,0,1
180827,2017-04-09,North Carolina,1,0
180828,2017-04-09,Maryland,1,0
180829,2017-04-09,Louisiana,0,0
180830,2017-04-09,Illinois,0,0
180831,2017-04-09,Illinois,0,1
180832,2017-04-09,Michigan,0,1
180833,2017-04-09,Maryland,0,2
180834,2017-04-09,Ohio,0,0
180835,2017-04-09,New York,0,1
180836,2017-04-09,Texas,0,1
180837,2017-04-09,Texas,1,0
180838,2017-04-09,California,0,0
180839,2017-04-09,Illinois,1,0
180840,2017-04-09,California,0,0
180841,2017-04-09,Illinois,0,0
180842,2017-04-09,New Jersey,0,1
180843,2017-04-09,California,0,1
180844,2017-04-09,Pennsylvania,0,0
180845,2017-04-09,North Carolina,0,2
180846,2017-04-09,Ohio,0,0
180847,2017-04-09,Ohio,0,3
180848,2017-04-09,Ohio,0,0
180849,2017-04-09,Mississippi,0,1
180850,2017-04-09,Illinois,0,0
180851,2017-04-09,Oregon,0,1
180852,2017-04-09,Mississippi,0,1
180853,2017-04-09,Pennsylvania,0,1
180854,2017-04-09,Alabama,1,0
180855,2017-04-09,Pennsylvania,0,2
180856,2017-04-09,Georgia,1,0
180857,2017-04-09,Michigan,0,0
180858,2017-04-09,South Carolina,0,0
180859,2017-04-09,Connecticut,0,1
180860,2017-04-09,Georgia,1,0
180861,2017-04-09,Massachusetts,0,0
180862,2017-04-09,Indiana,0,1
180863,2017-04-09,District of Columbia,0,1
180864,2017-04-09,South Carolina,0,1
180865,2017-04-09,Virginia,0,0
180866,2017-04-09,District of Columbia,0,0
180867,2017-04-09,Wisconsin,0,0
180868,2017-04-09,Tennessee,0,2
180869,2017-04-09,Wisconsin,0,0
180870,2017-04-09,California,0,0
180871,2017-04-09,Wisconsin,0,0
180872,2017-04-09,Wisconsin,0,0
180873,2017-04-09,Wisconsin,0,0
180874,2017-04-09,Wisconsin,0,0
180875,2017-04-09,Alaska,0,0
180876,2017-04-09,Minnesota,0,0
180877,2017-04-09,Pennsylvania,1,0
180878,2017-04-09,Texas,1,0
180879,2017-04-09,Florida,0,0
180880,2017-04-09,California,0,1
180881,2017-04-09,Virginia,0,3
180882,2017-04-09,Wisconsin,0,0
180883,2017-04-09,Florida,0,3
180884,2017-04-09,New York,0,0
180885,2017-04-09,Indiana,1,3
180886,2017-04-09,Florida,0,0
180887,2017-04-09,Colorado,0,0
180888,2017-04-09,Tennessee,0,1
180889,2017-04-09,Pennsylvania,0,2
180890,2017-04-09,Ohio,1,0
180891,2017-04-09,Michigan,0,1
180892,2017-04-09,Michigan,0,1
180893,2017-04-09,District of Columbia,0,1
180894,2017-04-09,Illinois,1,1
180895,2017-04-09,Georgia,0,0
180896,2017-04-09,California,1,0
180897,2017-04-09,District of Columbia,1,0
180898,2017-04-09,New York,0,0
180899,2017-04-09,Illinois,0,1
180900,2017-04-09,Washington,0,1
180901,2017-04-09,Georgia,0,1
180902,2017-04-09,Michigan,1,0
180903,2017-04-09,Florida,1,2
180904,2017-04-09,Florida,1,0
180905,2017-04-09,Washington,0,0
180906,2017-04-09,Massachusetts,0,0
180907,2017-04-09,New Jersey,0,0
180908,2017-04-09,Illinois,0,1
180909,2017-04-09,Ohio,1,0
180910,2017-04-09,Tennessee,0,1
180911,2017-04-09,Florida,0,0
180912,2017-04-09,Tennessee,0,0
180913,2017-04-09,Ohio,0,0
180914,2017-04-09,Illinois,0,1
180915,2017-04-09,Maryland,0,1
180916,2017-04-09,Maryland,0,1
180917,2017-04-09,Illinois,0,1
180918,2017-04-09,Kentucky,0,2
180919,2017-04-09,New Jersey,0,0
180920,2017-04-09,Illinois,0,1
180921,2017-04-09,New Mexico,1,0
180922,2017-04-09,Colorado,0,1
180923,2017-04-09,Michigan,0,3
180924,2017-04-09,South Dakota,0,0
180925,2017-04-09,Connecticut,0,1
180926,2017-04-09,Florida,0,2
180927,2017-04-09,Illinois,0,2
180928,2017-04-09,Missouri,0,0
180929,2017-04-09,Missouri,0,1
180930,2017-04-09,Missouri,1,0
180931,2017-04-09,Colorado,0,0
180932,2017-04-09,Michigan,0,1
180933,2017-04-09,Virginia,2,0
180934,2017-04-09,Illinois,0,1
180935,2017-04-09,Florida,0,0
180936,2017-04-09,New York,0,0
180937,2017-04-09,Wisconsin,0,0
180938,2017-04-09,Wisconsin,0,0
180939,2017-04-09,District of Columbia,0,0
180940,2017-04-09,Virginia,0,1
180941,2017-04-09,New Jersey,1,0
180942,2017-04-09,Michigan,0,1
180943,2017-04-09,Texas,1,3
180944,2017-04-09,Kentucky,0,0
180945,2017-04-09,Michigan,0,0
180946,2017-04-09,Florida,1,0
180947,2017-04-09,Michigan,0,0
180948,2017-04-09,Michigan,1,0
180949,2017-04-09,District of Columbia,0,0
180950,2017-04-09,West Virginia,1,0
180951,2017-04-09,Texas,2,0
180952,2017-04-09,Utah,0,1
180953,2017-04-09,Wisconsin,0,0
180954,2017-04-09,Florida,0,0
180955,2017-04-09,Florida,0,0
180956,2017-04-09,District of Columbia,0,0
180957,2017-04-09,Florida,0,0
180958,2017-04-09,Florida,0,1
180959,2017-04-09,Florida,0,1
180960,2017-04-09,Illinois,0,2
180961,2017-04-09,Ohio,0,0
180962,2017-04-10,Illinois,0,1
180963,2017-04-10,Illinois,0,1
180964,2017-04-10,Illinois,0,1
180965,2017-04-10,Louisiana,0,0
180966,2017-04-10,Alabama,0,1
180967,2017-04-10,Illinois,0,1
180968,2017-04-10,Illinois,0,1
180969,2017-04-10,Ohio,0,0
180970,2017-04-10,South Carolina,0,0
180971,2017-04-10,Georgia,1,0
180972,2017-04-10,California,0,0
180973,2017-04-10,Connecticut,0,0
180974,2017-04-10,Ohio,0,1
180975,2017-04-10,Georgia,0,0
180976,2017-04-10,Louisiana,0,0
180977,2017-04-10,Connecticut,0,0
180978,2017-04-10,Iowa,0,0
180979,2017-04-10,Nebraska,0,0
180980,2017-04-10,Massachusetts,0,0
180981,2017-04-10,Oklahoma,0,0
180982,2017-04-10,Ohio,0,1
180983,2017-04-10,Indiana,1,0
180984,2017-04-10,Georgia,0,0
180985,2017-04-10,Louisiana,0,1
180986,2017-04-10,Virginia,0,0
180987,2017-04-10,West Virginia,0,0
180988,2017-04-10,Wisconsin,0,1
180989,2017-04-10,Mississippi,0,0
180990,2017-04-10,Michigan,0,0
180991,2017-04-10,Pennsylvania,1,0
180992,2017-04-10,Tennessee,0,0
180993,2017-04-10,Alabama,0,1
180994,2017-04-10,Delaware,0,0
180995,2017-04-10,South Carolina,0,1
180996,2017-04-10,Tennessee,0,1
180997,2017-04-10,Texas,1,0
180998,2017-04-10,California,0,0
180999,2017-04-10,Florida,0,1
181000,2017-04-10,Colorado,0,0
181001,2017-04-10,Montana,1,0
181002,2017-04-10,Washington,2,0
181003,2017-04-10,Indiana,1,0
181004,2017-04-10,Florida,2,0
181005,2017-04-10,California,0,0
181006,2017-04-10,Ohio,0,0
181007,2017-04-10,New Jersey,1,1
181008,2017-04-10,Florida,0,0
181009,2017-04-10,District of Columbia,0,0
181010,2017-04-10,California,0,0
181011,2017-04-10,California,0,1
181012,2017-04-10,Virginia,0,0
181013,2017-04-10,Virginia,0,0
181014,2017-04-10,Florida,1,0
181015,2017-04-10,Florida,0,0
181016,2017-04-10,Florida,1,0
181017,2017-04-10,Texas,0,1
181018,2017-04-10,Iowa,0,1
181019,2017-04-10,Maryland,1,0
181020,2017-04-10,Ohio,0,2
181021,2017-04-10,Michigan,0,1
181022,2017-04-10,New York,0,0
181023,2017-04-10,New Jersey,0,1
181024,2017-04-10,New York,0,1
181026,2017-04-10,Florida,0,1
181027,2017-04-10,Ohio,1,0
181028,2017-04-10,North Carolina,1,0
181029,2017-04-10,California,0,0
181030,2017-04-10,South Carolina,0,0
181031,2017-04-10,Missouri,1,0
181032,2017-04-10,Ohio,0,1
181033,2017-04-10,Ohio,0,1
181034,2017-04-10,Ohio,0,1
181035,2017-04-10,Wisconsin,0,0
181036,2017-04-10,Florida,0,1
181037,2017-04-10,Michigan,1,1
181038,2017-04-10,Tennessee,0,1
181039,2017-04-10,Missouri,0,1
181040,2017-04-10,California,3,1
181041,2017-04-10,Ohio,0,0
181042,2017-04-10,Florida,0,1
181043,2017-04-10,Illinois,1,1
181044,2017-04-10,Ohio,0,1
181045,2017-04-10,Texas,0,1
181046,2017-04-10,Kentucky,0,0
181047,2017-04-10,Wisconsin,0,0
181048,2017-04-10,Virginia,0,1
181049,2017-04-10,Wisconsin,0,2
181050,2017-04-10,Florida,0,1
181051,2017-04-10,Wisconsin,0,2
181052,2017-04-10,District of Columbia,0,0
181053,2017-04-10,Florida,0,1
181054,2017-04-10,Florida,0,1
181055,2017-04-10,Indiana,0,0
181056,2017-04-10,Mississippi,0,0
181058,2017-04-10,Texas,0,1
181059,2017-04-10,Oklahoma,0,1
181060,2017-04-10,Mississippi,1,0
181061,2017-04-10,Colorado,0,1
181062,2017-04-10,Illinois,0,0
181063,2017-04-10,Illinois,0,0
181064,2017-04-10,Illinois,0,0
181065,2017-04-10,Illinois,0,0
181066,2017-04-10,Iowa,0,0
181067,2017-04-10,Florida,0,0
181068,2017-04-10,Arizona,0,0
181069,2017-04-10,Illinois,0,0
181070,2017-04-10,Louisiana,0,0
181071,2017-04-10,Alabama,0,1
181072,2017-04-10,District of Columbia,0,0
181073,2017-04-10,District of Columbia,0,0
181074,2017-04-10,Georgia,0,0
181075,2017-04-10,Alabama,1,1
181076,2017-04-10,Delaware,0,1
181077,2017-04-10,Minnesota,0,2
181078,2017-04-10,Michigan,0,1
181079,2017-04-10,Texas,0,1
181080,2017-04-10,Illinois,0,0
181081,2017-04-10,Illinois,0,0
181082,2017-04-10,Florida,0,0
181083,2017-04-10,Ohio,0,0
181084,2017-04-10,Connecticut,0,0
181085,2017-04-10,Massachusetts,0,0
181086,2017-04-10,Connecticut,0,1
181087,2017-04-10,Arizona,0,0
181088,2017-04-10,California,0,1
181089,2017-04-10,California,0,0
181090,2017-04-10,West Virginia,0,0
181091,2017-04-10,Ohio,0,1
181092,2017-04-10,Ohio,0,1
181093,2017-04-10,Michigan,0,1
181094,2017-04-10,Pennsylvania,0,0
181095,2017-04-10,Michigan,0,2
181096,2017-04-10,Kentucky,1,0
181097,2017-04-10,Florida,2,0
181098,2017-04-10,Illinois,1,0
181099,2017-04-10,Illinois,1,1
181100,2017-04-10,Alabama,0,0
181101,2017-04-10,Georgia,0,0
181102,2017-04-10,New Jersey,1,0
181103,2017-04-10,Maryland,0,1
181104,2017-04-10,Missouri,0,1
181105,2017-04-10,New York,0,0
181106,2017-04-10,North Carolina,0,0
181107,2017-04-10,California,0,0
181108,2017-04-10,California,1,0
181109,2017-04-10,Kentucky,0,1
181110,2017-04-10,Kentucky,0,1
181111,2017-04-10,Texas,0,0
181112,2017-04-10,Texas,0,1
181113,2017-04-10,Illinois,0,0
181114,2017-04-10,Texas,1,0
181115,2017-04-10,New York,0,1
181116,2017-04-10,Georgia,1,0
181117,2017-04-10,Texas,0,0
181118,2017-04-10,Washington,0,0
181119,2017-04-10,Texas,1,0
181120,2017-04-10,Louisiana,0,1
181121,2017-04-10,Illinois,0,1
181122,2017-04-10,Illinois,1,1
181123,2017-04-10,Mississippi,0,0
181124,2017-04-10,Florida,0,1
181125,2017-04-10,South Carolina,0,0
181126,2017-04-10,South Carolina,0,0
181127,2017-04-10,California,0,1
181128,2017-04-10,Ohio,0,1
181129,2017-04-10,Louisiana,0,0
181130,2017-04-10,Georgia,0,1
181131,2017-04-10,Tennessee,0,1
181132,2017-04-10,Arkansas,0,0
181133,2017-04-10,Kansas,0,0
181134,2017-04-10,Florida,0,1
181135,2017-04-10,Florida,1,0
181136,2017-04-10,Virginia,0,0
181137,2017-04-10,Florida,0,1
181138,2017-04-10,Wisconsin,0,0
181139,2017-04-10,Wisconsin,0,0
181140,2017-04-10,Kentucky,0,1
181141,2017-04-10,Maryland,0,1
181142,2017-04-10,Florida,0,0
181143,2017-04-10,Massachusetts,0,0
181144,2017-04-10,New York,0,1
181145,2017-04-10,Connecticut,0,1
181146,2017-04-10,Washington,1,0
181147,2017-04-10,Utah,0,1
181148,2017-04-10,Louisiana,0,1
181149,2017-04-10,Connecticut,0,0
181150,2017-04-10,South Dakota,0,0
181151,2017-04-10,Alaska,0,1
181152,2017-04-10,Arkansas,0,1
181153,2017-04-10,Massachusetts,1,0
181154,2017-04-10,Illinois,0,2
181155,2017-04-11,Maryland,0,2
181156,2017-04-11,Maryland,1,0
181157,2017-04-11,Massachusetts,0,0
181158,2017-04-11,Massachusetts,0,1
181159,2017-04-11,Louisiana,0,0
181160,2017-04-11,Louisiana,0,0
181161,2017-04-11,Illinois,0,0
181162,2017-04-11,Maryland,0,1
181163,2017-04-11,Massachusetts,0,0
181164,2017-04-11,Ohio,0,1
181165,2017-04-11,California,0,0
181166,2017-04-11,Michigan,0,0
181167,2017-04-11,Louisiana,0,0
181168,2017-04-11,Illinois,0,1
181169,2017-04-11,California,1,0
181170,2017-04-11,Alabama,0,0
